Type,Condition,Primary_secondary_type,Code,MedCode,Term,Description,Source
Biomarker,,Primary care,R1y4.00,,[D]BP reading labile,Ordinary blood pressure measurement,https://portal.caliberresearch.org/disease-or-syndrome
Biomarker,,Primary care,ZV70B00,,[V]Examination of blood pressure,Ordinary blood pressure measurement,https://portal.caliberresearch.org/disease-or-syndrome
Biomarker,,Primary care,246c.00,,Average home diastolic blood pressure,Home blood pressure measurement,https://portal.caliberresearch.org/disease-or-syndrome
Biomarker,,Primary care,246d.00,,Average home systolic blood pressure,Home blood pressure measurement,https://portal.caliberresearch.org/disease-or-syndrome
Biomarker,,Primary care,246g.00,,Self measured blood pressure reading,Home blood pressure measurement,https://portal.caliberresearch.org/disease-or-syndrome
Biomarker,,Primary care,662j.00,,Blood pressure recorded by patient at home,Home blood pressure measurement,https://portal.caliberresearch.org/disease-or-syndrome
Biomarker,,Primary care,246V.00,,Average 24 hour diastolic blood pressure,Ambulatory blood pressure measurement,https://portal.caliberresearch.org/disease-or-syndrome
Biomarker,,Primary care,246W.00,,Average 24 hour systolic blood pressure,Ambulatory blood pressure measurement,https://portal.caliberresearch.org/disease-or-syndrome
Biomarker,,Primary care,246X.00,,Average day interval diastolic blood pressure,Ambulatory blood pressure measurement,https://portal.caliberresearch.org/disease-or-syndrome
Biomarker,,Primary care,246Y.00,,Average day interval systolic blood pressure,Ambulatory blood pressure measurement,https://portal.caliberresearch.org/disease-or-syndrome
Biomarker,,Primary care,246a.00,,Average night interval diastolic blood pressure,Ambulatory blood pressure measurement,https://portal.caliberresearch.org/disease-or-syndrome
Biomarker,,Primary care,246b.00,,Average night interval systolic blood pressure,Ambulatory blood pressure measurement,https://portal.caliberresearch.org/disease-or-syndrome
Biomarker,,Primary care,246e.00,,Ambulatory systolic blood pressure,Ambulatory blood pressure measurement,https://portal.caliberresearch.org/disease-or-syndrome
Biomarker,,Primary care,246f.00,,Ambulatory diastolic blood pressure,Ambulatory blood pressure measurement,https://portal.caliberresearch.org/disease-or-syndrome
Biomarker,,Primary care,315B.00,,Ambulatory blood pressure recording,Ambulatory blood pressure measurement,https://portal.caliberresearch.org/disease-or-syndrome
Biomarker,,Primary care,662L.00,,24 hr blood pressure monitoring,Ambulatory blood pressure measurement,https://portal.caliberresearch.org/disease-or-syndrome
Biomarker,,Primary care,246K.00,,Target systolic blood pressure,Target blood pressure measurement,https://portal.caliberresearch.org/disease-or-syndrome
Biomarker,,Primary care,246L.00,,Target diastolic blood pressure,Target blood pressure measurement,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,14A2.00,2666,H/O: hypertension,History of hypertension (1),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,2126100,3269,Hypertension resolved,History of hypertension (1),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,212K.00,19342,Hypertension resolved,History of hypertension (1),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,9OI9.00,66645,Hypertens.monitor deleted,History of hypertension (1),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,6624,8296,Borderline hyperten:yearly obs,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,6627,16565,Good hypertension control,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,6628,27511,Poor hypertension control,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,662F.00,21826,Hypertension treatm. started,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,662G.00,13188,Hypertensive treatm.changed,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,662O.00,3425,On treatment for hypertension,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,662b.00,18590,Moderate hypertension control,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,662c.00,18482,Hypertension six month review,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,662d.00,19070,Hypertension annual review,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,662r.00,95359,Trial withdrawal of antihypertensive therapy,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,7Q01.00,85944,High cost hypertension drugs,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,8B26.00,18057,Antihypertensive therapy,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,8BL0.00,11056,Patient on maximal tolerated antihypertensive therapy,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,8I3N.00,22333,Hypertension treatment refused,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,F404200,37086,Blind hypertensive eye,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,F421300,6702,Hypertensive retinopathy,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G2...00,204,Hypertensive disease,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G2...11,8732,BP - hypertensive disease,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G20..00,799,Essential hypertension,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G200.00,15377,Malignant essential hypertension,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G201.00,1894,Benign essential hypertension,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G202.00,4372,Systolic hypertension,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G203.00,83473,Diastolic hypertension,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G20z.00,10818,Essential hypertension NOS,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G20z.11,3712,Hypertension NOS,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G21..00,16292,Hypertensive heart disease,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G210.00,50157,Malignant hypertensive heart disease,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G210000,95334,Malignant hypertensive heart disease without CCF,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G210100,72668,Malignant hypertensive heart disease with CCF,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G211.00,52427,Benign hypertensive heart disease,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G211000,61660,Benign hypertensive heart disease without CCF,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G211100,52127,Benign hypertensive heart disease with CCF,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G21z.00,31464,Hypertensive heart disease NOS,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G21z000,61166,Hypertensive heart disease NOS without CCF,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G21z011,8857,Cardiomegaly - hypertensive,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G21z100,62718,Hypertensive heart disease NOS with CCF,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G21zz00,16173,Hypertensive heart disease NOS,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G22..00,4668,Hypertensive renal disease,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G220.00,39649,Malignant hypertensive renal disease,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G221.00,43935,Benign hypertensive renal disease,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G222.00,32423,Hypertensive renal disease with renal failure,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G22z.00,15106,Hypertensive renal disease NOS,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G22z.11,29310,Renal hypertension,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G23..00,63466,Hypertensive heart and renal disease,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G230.00,67232,Malignant hypertensive heart and renal disease,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G231.00,63000,Benign hypertensive heart and renal disease,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G232.00,21837,Hypertensive heart&renal dis wth (congestive) heart failure,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G233.00,28684,Hypertensive heart and renal disease with renal failure,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G234.00,57987,Hyperten heart&renal dis+both(congestv)heart and renal fail,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G23z.00,68659,Hypertensive heart and renal disease NOS,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G2y..00,18765,Other specified hypertensive disease,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G2z..00,7057,Hypertensive disease NOS,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G672.00,3979,Hypertensive encephalopathy,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G672.11,31816,Hypertensive crisis,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,Gyu2.00,69753,[X]Hypertensive diseases,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,L122.00,66567,Other pre-existing hypertension in preg/childbirth/puerp,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,L122000,73586,Other pre-existing hypertension in preg/childb/puerp unspec,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,L122100,72030,Other pre-existing hypertension in preg/childb/puerp - deliv,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,L122300,96743,Other pre-exist hypertension in preg/childb/puerp-not deliv,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,L122z00,62432,Other pre-existing hypertension in preg/childb/puerp NOS,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,L127.00,43664,Pre-eclampsia or eclampsia with pre-existing hypertension,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,L127z00,93055,Pre-eclampsia or eclampsia + pre-existing hypertension NOS,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,L128.00,44549,Pre-exist hypertension compl preg childbirth and puerperium,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,L128000,60655,Pre-exist hyperten heart dis compl preg childbth+puerperium,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,L128200,52621,Pre-exist 2ndry hypertens comp preg childbth and puerperium,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,TJC7.00,21660,Adverse reaction to other antihypertensives,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,TJC7z00,20497,Adverse reaction to antihypertensives NOS,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,U60C500,63164,"[X]Oth antihyperten drug caus advers eff in therap use, NEC",Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,U60C511,30770,[X] Adverse reaction to other antihypertensives,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,U60C51A,44350,[X] Adverse reaction to antihypertensives NOS,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,6146200,32976,Hypertension induced by oral contraceptive pill,Secondary hypertension (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G24..00,7329,Secondary hypertension,Secondary hypertension (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G240.00,31755,Secondary malignant hypertension,Secondary hypertension (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G240000,59383,Secondary malignant renovascular hypertension,Secondary hypertension (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G240z00,73293,Secondary malignant hypertension NOS,Secondary hypertension (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G241.00,57288,Secondary benign hypertension,Secondary hypertension (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G241000,25371,Secondary benign renovascular hypertension,Secondary hypertension (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G241z00,51635,Secondary benign hypertension NOS,Secondary hypertension (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G244.00,34744,Hypertension secondary to endocrine disorders,Secondary hypertension (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G24z.00,16059,Secondary hypertension NOS,Secondary hypertension (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G24z000,31387,Secondary renovascular hypertension NOS,Secondary hypertension (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G24z100,31341,Hypertension secondary to drug,Secondary hypertension (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,G24zz00,42229,Secondary hypertension NOS,Secondary hypertension (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Primary care,Gyu2100,97533,[X]Hypertension secondary to other renal disorders,Secondary hypertension (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Secondary care,I10,,Essential (primary) hypertension,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Secondary care,I11,,Hypertensive heart disease,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Secondary care,I12,,Hypertensive renal disease,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Secondary care,I13,,Hypertensive heart and renal disease,Hypertension (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Hypertension,Secondary care,I15,,Secondary hypertension,Secondary hypertension (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C100011,,Insulin dependent diabetes mellitus,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C100112,,Non-insulin dependent diabetes mellitus,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C103y00,,Other specified diabetes mellitus with coma,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108.00,,Insulin dependent diabetes mellitus,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108000,,Insulin-dependent diabetes mellitus with renal complications,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108011,,Type I diabetes mellitus with renal complications,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108012,,Type 1 diabetes mellitus with renal complications,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108100,,Insulin-dependent diabetes mellitus with ophthalmic comps,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108.11,,IDDM-Insulin dependent diabetes mellitus,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108112,,Type 1 diabetes mellitus with ophthalmic complications,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108.12,,Type 1 diabetes mellitus,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108.13,,Type I diabetes mellitus,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108200,,Insulin-dependent diabetes mellitus with neurological comps,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108211,,Type I diabetes mellitus with neurological complications,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108212,,Type 1 diabetes mellitus with neurological complications,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108300,,Insulin dependent diabetes mellitus with multiple complicatn,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108311,,Type I diabetes mellitus with multiple complications,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108411,,Unstable type I diabetes mellitus,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108412,,Unstable type 1 diabetes mellitus,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108500,,Insulin dependent diabetes mellitus with ulcer,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108511,,Type I diabetes mellitus with ulcer,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108512,,Type 1 diabetes mellitus with ulcer,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108600,,Insulin dependent diabetes mellitus with gangrene,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108700,,Insulin dependent diabetes mellitus with retinopathy,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108711,,Type I diabetes mellitus with retinopathy,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108712,,Type 1 diabetes mellitus with retinopathy,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108800,,Insulin dependent diabetes mellitus - poor control,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108811,,Type I diabetes mellitus - poor control,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108812,,Type 1 diabetes mellitus - poor control,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108911,,Type I diabetes mellitus maturity onset,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108A00,,Insulin-dependent diabetes without complication,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108A11,,Type I diabetes mellitus without complication,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108B00,,Insulin dependent diabetes mellitus with mononeuropathy,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108B11,,Type I diabetes mellitus with mononeuropathy,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108C00,,Insulin dependent diabetes mellitus with polyneuropathy,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108D00,,Insulin dependent diabetes mellitus with nephropathy,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108D11,,Type I diabetes mellitus with nephropathy,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C108E00,,Insulin dependent diabetes mellitus with hypoglycaemic coma,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
